x,y,layer1,layer2,voltage1,voltage2,current
6061.84,1272.81,LAYER_1,LAYER_2,0.000832236,0.000865707,-0.0410526
6061.84,1272.81,LAYER_2,BOTTOM_LAYER,0.000865707,0.000868616,-0.0195685
6061.84,1556.27,TOP_LAYER,LAYER_1,0.000950399,0.0009529,-0.0168228
6061.84,1556.27,LAYER_1,LAYER_2,0.0009529,0.000955938,-0.00372647
6061.84,1556.27,LAYER_2,BOTTOM_LAYER,0.000955938,0.000956131,-0.00129994
6061.84,1698,TOP_LAYER,LAYER_1,0.000974168,0.000976474,-0.0155113
6061.84,1698,LAYER_1,LAYER_2,0.000976474,0.000972889,0.00439686
6061.84,1698,LAYER_2,BOTTOM_LAYER,0.000972889,0.000971675,0.00816498
6097.27,1060.21,TOP_LAYER,LAYER_1,0.000605755,0.000602117,0.0244698
6097.27,1060.21,LAYER_1,LAYER_2,0.000602117,0.000683501,-0.0998167
6097.27,1060.21,LAYER_2,BOTTOM_LAYER,0.000683501,0.000691832,-0.0560369
6097.27,1343.67,TOP_LAYER,LAYER_1,0.000866529,0.000859177,0.0494524
6097.27,1343.67,LAYER_1,LAYER_2,0.000859177,0.000869061,-0.0121225
6097.27,1343.67,LAYER_2,BOTTOM_LAYER,0.000869061,0.000870292,-0.00828048
6097.27,1485.4,TOP_LAYER,LAYER_1,0.000935001,0.000931952,0.0205129
6097.27,1485.4,LAYER_1,LAYER_2,0.000931952,0.000930759,0.00146269
6097.27,1485.4,LAYER_2,BOTTOM_LAYER,0.000930759,0.000930733,0.000176191
6097.27,1627.14,TOP_LAYER,LAYER_1,0.000963551,0.000963101,0.00303181
6097.27,1627.14,LAYER_1,LAYER_2,0.000963101,0.000960256,0.00348839
6097.27,1627.14,LAYER_2,BOTTOM_LAYER,0.000960256,0.000959763,0.00331863
6125.55,1130.36,TOP_LAYER,LAYER_1,0,0.000116887,-4.66948
6125.55,1130.36,LAYER_1,LAYER_2,0.000116887,0.000445974,-2.39716
6125.55,1130.36,LAYER_2,BOTTOM_LAYER,0.000445974,0.000475087,-1.16303
6132.7,1272.81,TOP_LAYER,LAYER_1,0.000767357,0.00078469,-0.116587
6132.7,1272.81,LAYER_1,LAYER_2,0.00078469,0.000826848,-0.0517071
6132.7,1272.81,LAYER_2,BOTTOM_LAYER,0.000826848,0.000830551,-0.0249083
6132.7,1414.54,TOP_LAYER,LAYER_1,0.000893658,0.000891852,0.0121444
6132.7,1414.54,LAYER_1,LAYER_2,0.000891852,0.000895476,-0.00444492
6132.7,1414.54,LAYER_2,BOTTOM_LAYER,0.000895476,0.0008959,-0.00285238
6132.7,1556.27,TOP_LAYER,LAYER_1,0.000938875,0.000938637,0.00160238
6132.7,1556.27,LAYER_1,LAYER_2,0.000938637,0.000939068,-0.000528744
6132.7,1556.27,LAYER_2,BOTTOM_LAYER,0.000939068,0.000939086,-0.000122715
6132.7,1698,TOP_LAYER,LAYER_1,0.000965715,0.000965395,0.00215055
6132.7,1698,LAYER_1,LAYER_2,0.000965395,0.000958772,0.00812375
6132.7,1698,LAYER_2,BOTTOM_LAYER,0.000958772,0.000957436,0.00898337
6132.7,2548.4,TOP_LAYER,LAYER_1,0.00115636,0.00115602,0.00224826
6132.7,2548.4,LAYER_1,LAYER_2,0.00115602,0.00116457,-0.0104863
6132.7,2548.4,LAYER_2,BOTTOM_LAYER,0.00116457,0.00116522,-0.00434548
6163.22,2605.48,TOP_LAYER,LAYER_1,0.00115733,0.00115703,0.00202511
6163.22,2605.48,LAYER_1,LAYER_2,0.00115703,0.00116396,-0.00850079
6163.22,2605.48,LAYER_2,BOTTOM_LAYER,0.00116396,0.00116446,-0.0033663
6168.13,1343.67,TOP_LAYER,LAYER_1,0.000836036,0.000836279,-0.00163557
6168.13,1343.67,LAYER_1,LAYER_2,0.000836279,0.000850212,-0.0170892
6168.13,1343.67,LAYER_2,BOTTOM_LAYER,0.000850212,0.000851629,-0.00952962
6168.13,1627.14,TOP_LAYER,LAYER_1,0.00094937,0.000949243,0.000853157
6168.13,1627.14,LAYER_1,LAYER_2,0.000949243,0.000946674,0.00315111
6168.13,1627.14,LAYER_2,BOTTOM_LAYER,0.000946674,0.000946286,0.00260674
6203.57,1272.81,TOP_LAYER,LAYER_1,0.000801282,0.000801287,-3.3816e-05
6203.57,1272.81,LAYER_1,LAYER_2,0.000801287,0.000827459,-0.0320993
6203.57,1272.81,LAYER_2,BOTTOM_LAYER,0.000827459,0.000830053,-0.0174459
6203.57,1556.27,TOP_LAYER,LAYER_1,0.000927877,0.000929827,-0.0131139
6203.57,1556.27,LAYER_1,LAYER_2,0.000929827,0.000931952,-0.00260715
6203.57,1556.27,LAYER_2,BOTTOM_LAYER,0.000931952,0.000932057,-0.000704725
6203.57,1698,TOP_LAYER,LAYER_1,0.000957357,0.000958306,-0.00638137
6203.57,1698,LAYER_1,LAYER_2,0.000958306,0.000952474,0.00715314
6203.57,1698,LAYER_2,BOTTOM_LAYER,0.000952474,0.000951136,0.00899597
6225.55,1130.36,TOP_LAYER,LAYER_1,11.9928,11.9928,7.09633e-11
6225.55,1130.36,LAYER_1,LAYER_2,11.9928,11.9928,5.17578e-11
6225.55,1130.36,LAYER_2,BOTTOM_LAYER,11.9928,11.9928,-0
6239,1343.67,TOP_LAYER,LAYER_1,0.000837755,0.000836972,0.00526853
6239,1343.67,LAYER_1,LAYER_2,0.000836972,0.000850566,-0.0166733
6239,1343.67,LAYER_2,BOTTOM_LAYER,0.000850566,0.000851904,-0.00900348
6239,1627.14,TOP_LAYER,LAYER_1,0.000942275,0.000943351,-0.00723396
6239,1627.14,LAYER_1,LAYER_2,0.000943351,0.000940989,0.00289687
6239,1627.14,LAYER_2,BOTTOM_LAYER,0.000940989,0.000940424,0.00379969
6262.63,2001.15,TOP_LAYER,LAYER_1,11.9719,11.9716,1.74522
6262.63,2001.15,LAYER_1,LAYER_2,11.9716,11.9702,1.74522
6262.63,2001.15,LAYER_2,BOTTOM_LAYER,11.9702,11.9702,-0
6262.63,2436.19,TOP_LAYER,LAYER_1,11.9715,11.9715,0.000545165
6262.63,2436.19,LAYER_1,LAYER_2,11.9715,11.9715,0.000545165
6262.63,2436.19,LAYER_2,BOTTOM_LAYER,11.9715,11.9715,-0
6264.59,2473.59,TOP_LAYER,LAYER_1,11.9715,11.9715,8.31741e-05
6264.59,2473.59,LAYER_1,LAYER_2,11.9715,11.9715,8.31741e-05
6264.59,2473.59,LAYER_2,BOTTOM_LAYER,11.9715,11.9715,-0
6274.43,1556.27,TOP_LAYER,LAYER_1,0.000919558,0.000920571,-0.00680968
6274.43,1556.27,LAYER_1,LAYER_2,0.000920571,0.00092164,-0.00131189
6274.43,1556.27,LAYER_2,BOTTOM_LAYER,0.00092164,0.000921492,0.000997133
6274.43,1698,TOP_LAYER,LAYER_1,0.0009507,0.000950375,0.00218877
6274.43,1698,LAYER_1,LAYER_2,0.000950375,0.000942355,0.00983637
6274.43,1698,LAYER_2,BOTTOM_LAYER,0.000942355,0.000940294,0.0138623
6279.36,2251.15,TOP_LAYER,LAYER_1,0.00108053,0.00108092,-0.00260292
6279.36,2251.15,LAYER_1,LAYER_2,0.00108092,0.00107532,0.00687199
6279.36,2251.15,LAYER_2,BOTTOM_LAYER,0.00107532,0.0010743,0.00687199
6292.15,2001.15,TOP_LAYER,LAYER_1,11.9727,11.9725,1.36806
6292.15,2001.15,LAYER_1,LAYER_2,11.9725,11.9714,1.36806
6292.15,2001.15,LAYER_2,BOTTOM_LAYER,11.9714,11.9714,1.19485e-11
6299.04,2435.21,TOP_LAYER,LAYER_1,11.9715,11.9715,0.000315
6299.04,2435.21,LAYER_1,LAYER_2,11.9715,11.9715,0.000315
6299.04,2435.21,LAYER_2,BOTTOM_LAYER,11.9715,11.9715,-0
6300.03,2472.61,TOP_LAYER,LAYER_1,11.9715,11.9715,-5.81913e-05
6300.03,2472.61,LAYER_1,LAYER_2,11.9715,11.9715,-5.81913e-05
6300.03,2472.61,LAYER_2,BOTTOM_LAYER,11.9715,11.9715,-0
6309.87,1485.4,TOP_LAYER,LAYER_1,0.000900661,0.000898861,0.0121098
6309.87,1485.4,LAYER_1,LAYER_2,0.000898861,0.000900758,-0.00232615
6309.87,1485.4,LAYER_2,BOTTOM_LAYER,0.000900758,0.000900727,0.000202438
6309.87,1627.14,TOP_LAYER,LAYER_1,0.000937456,0.000937329,0.000859206
6309.87,1627.14,LAYER_1,LAYER_2,0.000937329,0.00093254,0.0058732
6309.87,1627.14,LAYER_2,BOTTOM_LAYER,0.00093254,0.000931117,0.00957308
6323.65,2001.15,TOP_LAYER,LAYER_1,11.9732,11.973,1.17269
6323.65,2001.15,LAYER_1,LAYER_2,11.973,11.9721,1.17269
6323.65,2001.15,LAYER_2,BOTTOM_LAYER,11.9721,11.9721,-0
6332.51,2434.22,TOP_LAYER,LAYER_1,11.9715,11.9715,-0.000397972
6332.51,2434.22,LAYER_1,LAYER_2,11.9715,11.9715,-0.000397972
6332.51,2434.22,LAYER_2,BOTTOM_LAYER,11.9715,11.9715,-0
6332.51,2471.63,TOP_LAYER,LAYER_1,11.9715,11.9715,-0.000487176
6332.51,2471.63,LAYER_1,LAYER_2,11.9715,11.9715,-0.000487176
6332.51,2471.63,LAYER_2,BOTTOM_LAYER,11.9715,11.9715,-0
6355.15,2000.17,TOP_LAYER,LAYER_1,11.974,11.9738,1.51477
6355.15,2000.17,LAYER_1,LAYER_2,11.9738,11.9726,1.51477
6355.15,2000.17,LAYER_2,BOTTOM_LAYER,11.9726,11.9726,-0
6388.61,2001.15,TOP_LAYER,LAYER_1,11.9741,11.9739,1.38553
6388.61,2001.15,LAYER_1,LAYER_2,11.9739,11.9728,1.38553
6388.61,2001.15,LAYER_2,BOTTOM_LAYER,11.9728,11.9728,-0
6437.82,2215.72,TOP_LAYER,LAYER_1,0.00106812,0.00106758,0.00364151
6437.82,2215.72,LAYER_1,LAYER_2,0.00106758,0.00106395,0.00444384
6437.82,2215.72,LAYER_2,BOTTOM_LAYER,0.00106395,0.00106531,-0.00915493
6487.03,2264.93,TOP_LAYER,LAYER_1,0.00106918,0.00106851,0.00455342
6487.03,2264.93,LAYER_1,LAYER_2,0.00106851,0.00106491,0.00441558
6487.03,2264.93,LAYER_2,BOTTOM_LAYER,0.00106491,0.00106547,-0.0037832
6487.03,2406.66,TOP_LAYER,LAYER_1,0.00107908,0.00107956,-0.00325853
6487.03,2406.66,LAYER_1,LAYER_2,0.00107956,0.00107794,0.00198678
6487.03,2406.66,LAYER_2,BOTTOM_LAYER,0.00107794,0.00107796,-0.000139023
6522.47,2335.8,TOP_LAYER,LAYER_1,0.00107318,0.0010732,-0.000114284
6522.47,2335.8,LAYER_1,LAYER_2,0.0010732,0.00107137,0.00223916
6522.47,2335.8,LAYER_2,BOTTOM_LAYER,0.00107137,0.00107119,0.00125092
6527.39,2001.89,TOP_LAYER,LAYER_1,11.766,11.766,-7.04961e-10
6527.39,2001.89,LAYER_1,LAYER_2,11.766,11.766,-7.21147e-10
6527.39,2001.89,LAYER_2,BOTTOM_LAYER,11.766,11.766,-7.16909e-10
6557.9,2264.93,TOP_LAYER,LAYER_1,0.00106781,0.00106672,0.00737284
6557.9,2264.93,LAYER_1,LAYER_2,0.00106672,0.00106332,0.00417207
6557.9,2264.93,LAYER_2,BOTTOM_LAYER,0.00106332,0.00106412,-0.00540243
6557.9,2001.15,TOP_LAYER,LAYER_1,11.766,11.766,2.86764e-10
6557.9,2001.15,LAYER_1,LAYER_2,11.766,11.766,2.8323e-10
6557.9,2001.15,LAYER_2,BOTTOM_LAYER,11.766,11.766,2.74815e-10
6569.62,1876.44,TOP_LAYER,LAYER_1,0.000973267,0.00097168,0.0106742
6569.62,1876.44,LAYER_1,LAYER_2,0.00097168,0.000962789,0.0109041
6569.62,1876.44,LAYER_2,BOTTOM_LAYER,0.000962789,0.000960922,0.0125585
6589.4,2000.91,TOP_LAYER,LAYER_1,11.766,11.766,1.67279e-10
6589.4,2000.91,LAYER_1,LAYER_2,11.766,11.766,1.72117e-10
6589.4,2000.91,LAYER_2,BOTTOM_LAYER,11.766,11.766,1.67279e-10
6593.33,2335.8,TOP_LAYER,LAYER_1,0.00107142,0.00107167,-0.00163506
6593.33,2335.8,LAYER_1,LAYER_2,0.00107167,0.00107038,0.00158402
6593.33,2335.8,LAYER_2,BOTTOM_LAYER,0.00107038,0.0010703,0.000519552
6594.22,1900.06,TOP_LAYER,LAYER_1,0.000976078,0.000976639,-0.00376765
6594.22,1900.06,LAYER_1,LAYER_2,0.000976639,0.000969441,0.00882776
6594.22,1900.06,LAYER_2,BOTTOM_LAYER,0.000969441,0.000968245,0.00804811
6619.91,2000.91,TOP_LAYER,LAYER_1,11.766,11.766,1.43382e-10
6619.91,2000.91,LAYER_1,LAYER_2,11.766,11.766,1.45972e-10
6619.91,2000.91,LAYER_2,BOTTOM_LAYER,11.766,11.766,1.43382e-10
6620.8,1926.63,TOP_LAYER,LAYER_1,0.000977484,0.000976667,0.00549581
6620.8,1926.63,LAYER_1,LAYER_2,0.000976667,0.000970684,0.00733829
6620.8,1926.63,LAYER_2,BOTTOM_LAYER,0.000970684,0.000969686,0.00671369
6628.76,1839.73,TOP_LAYER,LAYER_1,0.000962584,0.000962584,-0
6628.76,1839.73,LAYER_1,LAYER_2,0.000962584,0.000956603,0.00733656
6628.76,1839.73,LAYER_2,BOTTOM_LAYER,0.000956603,0.000955136,0.00986711
6628.76,2264.93,TOP_LAYER,LAYER_1,0.00106676,0.00106467,0.0140364
6628.76,2264.93,LAYER_1,LAYER_2,0.00106467,0.0010607,0.0048775
6628.76,2264.93,LAYER_2,BOTTOM_LAYER,0.0010607,0.00106148,-0.00526487
6643.43,1951.46,TOP_LAYER,LAYER_1,0.000981935,0.000983778,-0.0124024
6643.43,1951.46,LAYER_1,LAYER_2,0.000983778,0.000980117,0.00449044
6643.43,1951.46,LAYER_2,BOTTOM_LAYER,0.000980117,0.000978763,0.00910962
